ปี,เดือน,ประเภทการทำการประมง,เครื่องมือ,ขนาดเรือ,พื้นที่ทำการประมง,ชนิดสัตว์น้ำ,ปริมาณ,มูลค่า
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,หอยเชลล์,20.00,"2,411.00"
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,กุ้งอื่น ๆ,9.00,780.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปูอื่น ๆ,2.00,276.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,สัตว์น้ำอื่น ๆ,4.00,323.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาทู,1.00,69.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาลัง,2.00,130.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาดาบลาว,1.00,55.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาทูแขก,34.00,"1,035.00"
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาแข้งไก่,10.00,375.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาสีกุน,6.00,215.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาสีกุนตาโต,9.00,422.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาน้ำดอกไม้,11.00,661.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาจวด,2.00,86.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาทรายแดง,325.00,"13,169.00"
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาทรายขาว,7.00,228.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาปากคม,586.00,"18,250.00"
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาดาบเงิน,15.00,"1,204.00"
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลากะพงแดง,5.00,694.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาตาโต,290.00,"12,422.00"
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาดุกทะเล,21.00,"2,240.00"
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลากระเบน,1.00,54.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาฉลาม,1.00,61.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลายอดจาก,2.00,92.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาเก๋า,5.00,890.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาเลยหน้าดิน,484.00,"14,124.00"
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาเลยผิวน้ำ,3.00,87.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาเป็ด,"1,126.00","9,571.00"
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,กุ้งโอคัก,2.00,290.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,หมึกกล้วย,145.00,"31,391.00"
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,หมึกกระดอง,47.00,"7,454.00"
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,หมึกสาย,22.00,"2,627.00"
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,กุ้งอื่น ๆ,15.00,"1,300.00"
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปูอื่น ๆ,11.00,"1,520.00"
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาสีกุน,1.00,36.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาจะละเม็ดขาว,1.00,315.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาน้ำดอกไม้,5.00,300.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาจวด,2.00,86.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาทรายแดง,73.00,"2,959.00"
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาทรายขาว,25.00,814.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาปากคม,42.00,"1,308.00"
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาดาบเงิน,7.00,562.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลากะพงแดง,1.00,139.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาตาโต,4.00,172.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลากระเบน,2.00,108.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาลิ้นหมา,6.00,511.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลายอดจาก,9.00,412.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเก๋า,1.00,178.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเลยหน้าดิน,199.00,"5,808.00"
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเลยผิวน้ำ,1.00,29.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเป็ด,557.00,"4,733.00"
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กุ้งแชบ๊วย,1.00,281.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กุ้งกุลาลาย,1.00,361.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กุ้งโอคัก,51.00,"7,410.00"
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กั้งไข่,4.00,309.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปูม้า,1.00,206.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,หมึกกล้วย,158.00,"34,203.00"
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,หมึกกระดอง,56.00,"8,882.00"
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,หมึกสาย,8.00,955.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,หอยเชลล์,15.00,"1,809.00"
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กุ้งอื่น ๆ,249.00,"21,581.00"
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปูอื่น ๆ,3.00,414.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาแข้งไก่,1.00,38.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาน้ำดอกไม้,2.00,120.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาจวด,2.00,86.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาทรายแดง,8.00,324.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาทรายขาว,2.00,65.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาปากคม,14.00,436.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลากะพงแดง,1.00,139.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาเก๋า,1.00,178.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาเลยหน้าดิน,31.00,905.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาเป็ด,109.00,926.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,กุ้งกุลาลาย,1.00,361.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,กุ้งโอคัก,3.00,436.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปูม้า,1.00,206.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,หมึกกล้วย,11.00,"2,381.00"
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,หมึกกระดอง,2.00,317.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,หมึกสาย,1.00,119.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,กุ้งอื่น ๆ,3.00,260.00
2565,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปูอื่น ๆ,1.00,138.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาทู,4.00,274.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาอินทรี,2.00,316.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาดาบลาว,1.00,55.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาสีกุน,4.00,144.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลากุเรา,2.00,247.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาหลังเขียว,16.00,273.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลากะตัก,6.00,111.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาจะละเม็ดดำ,2.00,330.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาน้ำดอกไม้,1.00,60.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาจวด,1.00,43.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาทรายแดง,1.00,41.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาเลยหน้าดิน,8.00,234.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาเลยผิวน้ำ,3.00,87.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาเป็ด,160.00,"1,360.00"
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,หมึกกล้วย,16.00,"3,464.00"
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาทู,4.00,276.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาลัง,2.00,130.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาอินทรี,6.00,949.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาดาบลาว,4.00,219.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาสีกุน,35.00,"1,255.00"
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาสีกุนตาโต,3.00,141.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาหลังเขียว,24.00,409.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลากะตัก,26.00,482.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาจะละเม็ดดำ,1.00,165.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาน้ำดอกไม้,5.00,300.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาจวด,6.00,258.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาทรายแดง,9.00,366.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาทรายขาว,23.00,749.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาปากคม,11.00,342.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาดาบเงิน,3.00,241.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลากะพงแดง,5.00,694.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาตาโต,1.00,43.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเลยหน้าดิน,71.00,"2,072.00"
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเลยผิวน้ำ,9.00,262.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเป็ด,473.00,"4,020.00"
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,หมึกกล้วย,152.00,"32,905.00"
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,หมึกกระดอง,5.00,794.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,หมึกหอม,8.00,"1,759.00"
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาทู,2.00,137.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาลัง,3.00,196.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาอินทรี,2.00,317.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาดาบลาว,2.00,109.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาทูแขก,2.00,61.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาแข้งไก่,5.00,188.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาสีกุน,14.00,502.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาสีกุนตาโต,5.00,234.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาหลังเขียว,2.00,34.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลากะตัก,1.00,19.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาน้ำดอกไม้,14.00,841.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาจวด,2.00,86.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาทรายแดง,26.00,"1,054.00"
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาทรายขาว,4.00,130.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาปากคม,19.00,592.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาดาบเงิน,11.00,883.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลากะพงแดง,17.00,"2,360.00"
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาตาโต,11.00,471.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลายอดจาก,1.00,46.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาเก๋า,2.00,356.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาเลยหน้าดิน,103.00,"3,006.00"
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาเลยผิวน้ำ,2.00,58.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาเป็ด,717.00,"6,094.00"
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,หมึกกล้วย,30.00,"6,494.00"
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,หมึกกระดอง,7.00,"1,110.00"
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,หมึกสาย,2.00,239.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,กุ้งอื่น ๆ,1.00,87.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปูอื่น ๆ,3.00,414.00
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาทู,215.00,"14,732.00"
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาลัง,29.00,"1,890.00"
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาอินทรี,86.00,"13,621.00"
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาดาบลาว,74.00,"4,047.00"
2565,เมษายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาทูแขก,3.00,90.00
