ปี,เดือน,ประเภทการทำการประมง,เครื่องมือ,ขนาดเรือ,พื้นที่ทำการประมง,ชนิดสัตว์น้ำ,ปริมาณ,มูลค่า
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาลัง,9.00,587.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาอินทรี,11.00,"1,742.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาดาบลาว,6.00,328.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาแข้งไก่,1.00,38.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาสีกุน,50.00,"1,794.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาสีกุนตาโต,4.00,188.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลากุเรา,1.00,123.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาหลังเขียว,48.00,819.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลากะตัก,21.00,389.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลากระบอก,4.00,494.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาจะละเม็ดดำ,4.00,661.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาจะละเม็ดขาว,6.00,"1,891.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาน้ำดอกไม้,12.00,721.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาจวด,8.00,343.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาทรายแดง,18.00,730.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาทรายขาว,14.00,456.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาปากคม,15.00,466.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาดาบเงิน,2.00,161.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลากะพงแดง,7.00,972.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาตาโต,3.00,129.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเลยหน้าดิน,100.00,"2,918.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเลยผิวน้ำ,3.00,87.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเป็ด,"1,150.00","9,773.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,หมึกกล้วย,132.00,"28,575.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,หมึกกระดอง,12.00,"1,904.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,หมึกหอม,6.00,"1,319.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,หอยเชลล์,1.00,121.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,กุ้งอื่น ๆ,1.00,87.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาทู,1.00,69.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาลัง,3.00,196.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาอินทรี,2.00,317.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาดาบลาว,3.00,164.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาแข้งไก่,17.00,638.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาสีกุน,25.00,897.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาสีกุนตาโต,7.00,328.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาหลังเขียว,4.00,68.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาน้ำดอกไม้,12.00,721.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาจวด,3.00,129.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาทรายแดง,40.00,"1,621.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาทรายขาว,9.00,293.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาปากคม,22.00,685.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาดาบเงิน,4.00,321.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลากะพงแดง,36.00,"4,997.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาตาโต,9.00,386.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาเก๋า,2.00,356.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาเลยหน้าดิน,118.00,"3,443.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาเลยผิวน้ำ,1.00,29.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาเป็ด,519.00,"4,411.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,หมึกกล้วย,14.00,"3,031.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,หมึกกระดอง,9.00,"1,427.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,หมึกสาย,1.00,119.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,หมึกหอม,1.00,220.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,กุ้งอื่น ๆ,1.00,87.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปูอื่น ๆ,5.00,691.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาทู,531.00,"36,384.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาลัง,68.00,"4,435.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาอินทรี,166.00,"26,290.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาดาบลาว,132.00,"7,220.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาทูแขก,6.00,182.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาแข้งไก่,23.00,864.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาสีกุน,441.00,"15,830.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาสีกุนตาโต,104.00,"4,876.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลากุเรา,3.00,370.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาหลังเขียว,552.00,"9,430.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลากะตัก,"1,257.00","23,257.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลากระบอก,40.00,"4,943.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาจะละเม็ดดำ,58.00,"9,584.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาจะละเม็ดขาว,28.00,"8,825.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาน้ำดอกไม้,316.00,"18,992.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลากระโทงแทง,1.00,46.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาจวด,193.00,"8,279.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาทรายแดง,392.00,"15,884.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาทรายขาว,52.00,"1,693.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาปากคม,181.00,"5,636.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาดาบเงิน,97.00,"7,785.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลากะพงแดง,77.00,"10,688.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาตาโต,233.00,"9,980.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาเห็ดโคน,5.00,551.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาดุกทะเล,2.00,214.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลากดทะเล,15.00,829.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาฉลาม,4.00,243.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลายอดจาก,9.00,412.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาเก๋า,3.00,534.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาเลยหน้าดิน,"1,825.00","53,257.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาเลยผิวน้ำ,237.00,"6,916.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาเป็ด,"13,384.00","113,759.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,กุ้งแชบ๊วย,1.00,281.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,กั้งกระดาน,1.00,250.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,หมึกกล้วย,"1,535.00","332,303.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,หมึกกระดอง,140.00,"22,205.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,หมึกสาย,2.00,239.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,หมึกหอม,48.00,"10,550.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,หอยเชลล์,11.00,"1,326.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปูอื่น ๆ,14.00,"1,933.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,หอยอื่น ๆ,1.00,67.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,สัตว์น้ำอื่น ๆ,2.00,161.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาทู,88.00,"6,030.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาลัง,73.00,"4,761.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาอินทรี,23.00,"3,643.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาดาบลาว,15.00,821.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาโอลาย,2.00,98.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาทูแขก,237.00,"7,216.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาแข้งไก่,100.00,"3,751.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาสีกุน,338.00,"12,131.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาสีกุนตาโต,131.00,"6,142.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาสำลี,1.00,187.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาหลังเขียว,97.00,"1,657.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลากะตัก,33.00,611.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาน้ำดอกไม้,47.00,"2,825.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลากระโทงแทง,1.00,46.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาจวด,29.00,"1,244.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาทรายแดง,230.00,"9,320.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาทรายขาว,22.00,716.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาปากคม,141.00,"4,392.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาดาบเงิน,76.00,"6,099.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลากะพงแดง,93.00,"12,909.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาตาโต,218.00,"9,338.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาดุกทะเล,15.00,"1,600.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลายอดจาก,1.00,46.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาเก๋า,1.00,178.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาเลยหน้าดิน,787.00,"22,967.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาเลยผิวน้ำ,41.00,"1,197.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปลาเป็ด,"2,143.00","18,215.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,หมึกกล้วย,110.00,"23,814.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,หมึกกระดอง,46.00,"7,295.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,หมึกสาย,3.00,358.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,หมึกหอม,22.00,"4,836.00"
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,กุ้งอื่น ๆ,2.00,173.00
2565,มิถุนายน,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปูอื่น ๆ,8.00,"1,105.00"
2565,มิถุนายน,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาจวด,10.00,429.00
2565,มิถุนายน,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาทรายแดง,2.00,81.00
2565,มิถุนายน,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาทรายขาว,1.00,33.00
2565,มิถุนายน,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเห็ดโคน,3.00,330.00
2565,มิถุนายน,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลากระเบน,7.00,377.00
2565,มิถุนายน,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาฉลาม,4.00,242.00
2565,มิถุนายน,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาลิ้นหมา,36.00,"3,067.00"
2565,มิถุนายน,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาจักรผาน,4.00,322.00
2565,มิถุนายน,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเลยหน้าดิน,53.00,"1,546.00"
2565,มิถุนายน,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเป็ด,18.00,152.00
